[2024-04-18T21:01:10.095+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: Units_statistics_DAG.ETL_job manual__2024-04-18T20:59:04.926634+00:00 map_index=1 [queued]>
[2024-04-18T21:01:10.124+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: Units_statistics_DAG.ETL_job manual__2024-04-18T20:59:04.926634+00:00 map_index=1 [queued]>
[2024-04-18T21:01:10.124+0000] {taskinstance.py:2193} INFO - Starting attempt 2 of 4
[2024-04-18T21:01:10.148+0000] {taskinstance.py:2217} INFO - Executing <Mapped(_PythonDecoratedOperator): ETL_job> on 2024-04-18 20:59:04.926634+00:00
[2024-04-18T21:01:10.162+0000] {standard_task_runner.py:60} INFO - Started process 389541 to run task
[2024-04-18T21:01:10.175+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'Units_statistics_DAG', 'ETL_job', 'manual__2024-04-18T20:59:04.926634+00:00', '--job-id', '8345', '--raw', '--subdir', 'DAGS_FOLDER/Units_dag.py', '--cfg-path', '/tmp/tmpu67_jb4a', '--map-index', '1']
[2024-04-18T21:01:10.176+0000] {standard_task_runner.py:88} INFO - Job 8345: Subtask ETL_job
[2024-04-18T21:01:10.317+0000] {task_command.py:423} INFO - Running <TaskInstance: Units_statistics_DAG.ETL_job manual__2024-04-18T20:59:04.926634+00:00 map_index=1 [running]> on host a09da322e808
[2024-04-18T21:01:10.455+0000] {taskinstance.py:2513} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='abeer-araby' AIRFLOW_CTX_DAG_ID='Units_statistics_DAG' AIRFLOW_CTX_TASK_ID='ETL_job' AIRFLOW_CTX_EXECUTION_DATE='2024-04-18T20:59:04.926634+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-04-18T20:59:04.926634+00:00'
[2024-04-18T21:01:10.456+0000] {Units_dag.py:99} INFO - i: 10000, chunk: 10000
[2024-04-18T21:01:10.457+0000] {Units_dag.py:100} INFO - child token is::: eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczovL2FwaS5hZmFxeS5zYS9hdXRoL2xvZ2luX2FzIiwiaWF0IjoxNzEzNDczOTU0LCJleHAiOjE3MTYwNjU5NTQsIm5iZiI6MTcxMzQ3Mzk1NCwianRpIjoiS283YkUxMlNGRGJya2lBayIsInN1YiI6IjVkNjNlNTFlMDNlZDUyOTJhNDJjMjRlNiIsInBydiI6IjI3MGVjZmM3ZWEzZWQ5MzdlYTg0OTM2MmEzYTUwOTEwYzZkOGNlNGYiLCJsb2dpbl9hc19pZCI6IjY1N2YwYWQ3M2Y5NzcyOTVjZjA1NTc2YSJ9.OyuRVZH-536xC2PGnrdtn9gye_4huoXO03bCQEFFJXY
[2024-04-18T21:01:26.932+0000] {Units_dag.py:104} INFO - {'_id': '60619056a33fa97905412d59', 'icon': 'icons/icon.png', 'driver_id': '', 'tailer_id': '', 'profile': {'vehicle_type': 'Accent', 'measurement_type': 'count', 'max_capacity': 0, 'vin': '', 'plate_number': '', 'start_operation': '', 'contract_milage': '', 'opening_milage': '', 'model': '', 'fuel_type': '91', 'year': 0, 'seats': 2}, 'device_password': '***', 'name': '6452GHD', 'operation_code': '', 'imei': '861230049862460', 'sim_number': '+966830021028828', 'sim_serial': '8996641520112656788', 'device_serial': '861230049862460', 'device': 'bceIotm', 'user_id': '5e68ea7a03ed528a611e0f38', 'created_by': '5e6655bf03ed52e1ab79d301', 'updated_at': '2024-04-18 11:18:59', 'created_at': '2021-03-29 11:31:18', 'device_type': 'gps', 'business_types': {'waste': False, 'transportation': True, 'water': False}, 'device_gateway': '', 'gateway': '', 'shipment_info': {'product_category': None, 'truck_type': None, 'shipment_type': None, 'shipment_payment_type': None, 'transporter_type': None, 'operating_area': None, 'weight_kilograms_per_day': None, 'kms_per_day': None, 'shipment_trip_drive_hrs_day': None, 'allowable_delay_drive_hrs_day': None, 'expected_shipment_trip_day': None, 'car_pay_per_day': None, 'exceeding_temperature_limit_per_day': None, 'temperature_upper_limit': None, 'exceeding_humidity_limit_per_day': None, 'humidity_upper_limit': None}, 'skip_sim_information': '', 'custom_fields': [], 'creator': 'amr.ahmed', 'company': '', 'owner': 'shift_co', 'last_update': {'dtt': 1712807119000, 'dts': 1712807124824, 'spd': 0, 'ang': 0, 'alt': 3, 'chPrams': {'acc': {'v': 0, 'cdt': 1710792385000}, 'sensor_8192': {'v': 0, 'cdt': 1710792338000}, 'sensor_16386': {'v': 0, 'cdt': 1710506978000}, 'sensor_16385': {'v': 46561, 'cdt': 1710792287000}, 'fw_name': {'v': 'FF0_01_122', 'cdt': 1710507016000}, 'ePwrV': {'v': 6171, 'cdt': 1712807119000}, 'sensor_8199': {'v': 0, 'cdt': 1712805915000}, 'sensor_16387': {'v': 0, 'cdt': 1712805915000}, 'sensor_153': {'v': 0, 'cdt': 1710506978000}, 'sensor_12300': {'v': 0, 'cdt': 1710792385000}, 'war_id': {'v': 145, 'cdt': 1712806278000}, 'protocol': {'v': 'MQTT', 'cdt': 1712758254000}, 'sensor_97': {'v': 0, 'cdt': 1710506978000}, 'sensor_98': {'v': 0, 'cdt': 1710792388000}, 'sensor_99': {'v': 0, 'cdt': 1710791042000}, 'sensor_12292': {'v': 4033, 'cdt': 1712807119000}, 'spd': {'v': 0, 'cdt': 1710575651000}, 'sat': {'v': 12, 'cdt': 1712794676000}, 'sensor_103': {'v': 0, 'cdt': 1710506978000}, 'fun_id': {'v': 0, 'cdt': 1712806278000}, 'sensor_102': {'v': 0, 'cdt': 1710506978000}, 'sensor_8200': {'v': 0, 'cdt': 1712805915000}, 'sensor_101': {'v': 0, 'cdt': 1710506978000}, 'sensor_100': {'v': 0, 'cdt': 1710792396000}, 'hdop': {'v': 8, 'cdt': 1712807119000}, 'sensor_12299': {'v': 0, 'cdt': 1710792338000}, 'sensor_40962': {'v': 0, 'cdt': 1710792327000}, 'sensor_49156': {'v': 'SMS accent lock/unlo', 'cdt': 1712805652000}, 'sensor_40961': {'v': 0, 'cdt': 1710792327000}}, 'prms': {'sensor_40962': 0, 'sensor_40961': 0, 'sensor_16386': 0, 'sensor_16387': 0, 'sensor_16385': 46561, 'sensor_12300': 0, 'ePwrV': 6171, 'sensor_12299': 0, 'sensor_12292': 4033, 'sensor_153': 0, 'sensor_8192': 0, 'sensor_99': 0, 'sensor_97': 0, 'sensor_8200': 0, 'sensor_103': 0, 'sensor_98': 0, 'sensor_102': 0, 'sensor_101': 0, 'acc': 0, 'spd': 0, 'hdop': 8, 'sat': 12, 'sensor_8199': 0, 'sensor_100': 0, 'protocol': 'MQTT'}, 'devPrms': ['sensor_40962', 'sensor_40961', 'sensor_16386', 'sensor_16387', 'sensor_16385', 'sensor_12300', 'ePwrV', 'sensor_12299', 'sensor_12292', 'sensor_153', 'sensor_8192', 'sensor_99', 'sensor_97', 'sensor_8200', 'sensor_103', 'sensor_98', 'sensor_102', 'sensor_101', 'acc', 'spd', 'hdop', 'sat', 'sensor_8199', 'sensor_100', 'protocol', 'fun_id', 'war_id', 'fw_name'], 'old_params': {'fun_id': 0, 'war_id': 145, 'fw_name': 'FF0_01_122', 'protocol': 'MQTT', 'sensor_40962': 0, 'sensor_40961': 0, 'sensor_16386': 0, 'sensor_16387': 0, 'sensor_16385': 46561, 'sensor_12300': 0, 'ePwrV': 6632, 'sensor_12299': 0, 'sensor_12292': 4166, 'sensor_153': 0, 'sensor_8192': 0, 'sensor_99': 0, 'sensor_97': 0, 'sensor_8200': 0, 'sensor_103': 0, 'sensor_98': 0, 'sensor_102': 0, 'sensor_101': 0, 'acc': 0, 'spd': 0, 'hdop': 9, 'sat': 12, 'sensor_8199': 0, 'sensor_100': 0}, 'vLoc': 1, 'vCon': 1, 'ip': '109.83.79.140', 'rl': 0, 'trl': 117591, 'mdu': 0, 'tmdu': 9258809, 'eidl': 0, 'teidl': 7686580, 'fc': 0, 'tfc': 0, 'acc': 0, 'accOn': 33097515, 'accOff': 124064948, 'sdu': 217, 'tsdu': 106400, 'lat': 26.291704177856445, 'lng': 50.19527053833008}, 'counters': {'odometer_type': 'canbus', 'odometer': 117591, 'engine_hours_type': 'acc', 'engine_hours': 33097515, 'last_acc': 0}, 'is_wasl_connected': 'Not Connected', 'iconUrl': 'https://api.afaqy.sa/images/units/icons/icon.png', 'hasCCTV': False}
[2024-04-18T21:01:26.936+0000] {utilities.py:27} INFO - unit name or id is <function Utils.units_transform.<locals>.<lambda> at 0x7faa0b241280>
[2024-04-18T21:01:26.936+0000] {utilities.py:27} INFO - unit name or id is <function Utils.units_transform.<locals>.<lambda> at 0x7faa0b241310>
[2024-04-18T21:01:26.936+0000] {utilities.py:27} INFO - unit name or id is <function Utils.units_transform.<locals>.<lambda> at 0x7faa0b241280>
[2024-04-18T21:01:26.936+0000] {utilities.py:27} INFO - unit name or id is <function Utils.units_transform.<locals>.<lambda> at 0x7faa0b241310>
[2024-04-18T21:01:26.936+0000] {utilities.py:27} INFO - unit name or id is <function Utils.units_transform.<locals>.<lambda> at 0x7faa0b241280>
[2024-04-18T21:01:26.937+0000] {utilities.py:27} INFO - unit name or id is <function Utils.units_transform.<locals>.<lambda> at 0x7faa0b241310>
