[2024-04-18T19:48:44.841+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: Units_statistics_DAG.ETL_job manual__2024-04-18T19:45:48.950858+00:00 map_index=11 [queued]>
[2024-04-18T19:48:44.865+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: Units_statistics_DAG.ETL_job manual__2024-04-18T19:45:48.950858+00:00 map_index=11 [queued]>
[2024-04-18T19:48:44.865+0000] {taskinstance.py:2193} INFO - Starting attempt 2 of 4
[2024-04-18T19:48:44.883+0000] {taskinstance.py:2217} INFO - Executing <Mapped(_PythonDecoratedOperator): ETL_job> on 2024-04-18 19:45:48.950858+00:00
[2024-04-18T19:48:44.890+0000] {standard_task_runner.py:60} INFO - Started process 387724 to run task
[2024-04-18T19:48:44.897+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'Units_statistics_DAG', 'ETL_job', 'manual__2024-04-18T19:45:48.950858+00:00', '--job-id', '8015', '--raw', '--subdir', 'DAGS_FOLDER/Units_dag.py', '--cfg-path', '/tmp/tmpd7s81mb9', '--map-index', '11']
[2024-04-18T19:48:44.899+0000] {standard_task_runner.py:88} INFO - Job 8015: Subtask ETL_job
[2024-04-18T19:48:44.992+0000] {task_command.py:423} INFO - Running <TaskInstance: Units_statistics_DAG.ETL_job manual__2024-04-18T19:45:48.950858+00:00 map_index=11 [running]> on host a09da322e808
[2024-04-18T19:48:45.195+0000] {taskinstance.py:2513} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='abeer-araby' AIRFLOW_CTX_DAG_ID='Units_statistics_DAG' AIRFLOW_CTX_TASK_ID='ETL_job' AIRFLOW_CTX_EXECUTION_DATE='2024-04-18T19:45:48.950858+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-04-18T19:45:48.950858+00:00'
[2024-04-18T19:48:45.197+0000] {Units_dag.py:99} INFO - i: 110000, chunk: 10000
[2024-04-18T19:48:45.198+0000] {Units_dag.py:100} INFO - child token is::: eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczovL2FwaS5hZmFxeS5zYS9hdXRoL2xvZ2luX2FzIiwiaWF0IjoxNzEzNDY5NTYzLCJleHAiOjE3MTYwNjE1NjMsIm5iZiI6MTcxMzQ2OTU2MywianRpIjoibThuOWFuYVFOenI3YjJKcyIsInN1YiI6IjVkNjNlNTFlMDNlZDUyOTJhNDJjMjRlNiIsInBydiI6IjI3MGVjZmM3ZWEzZWQ5MzdlYTg0OTM2MmEzYTUwOTEwYzZkOGNlNGYiLCJsb2dpbl9hc19pZCI6IjY1N2YwYWQ3M2Y5NzcyOTVjZjA1NTc2YSJ9.fYBUcBSzxxnyxR8N73p8oso72ukoHmLyTWtDa74FWPI
[2024-04-18T19:49:08.894+0000] {Units_dag.py:104} INFO - {'_id': '6486f0489534cf76e503e2b0', 'icon': 'icons/icon.png', 'driver_id': '', 'tailer_id': '', 'profile': {'vehicle_type': '', 'measurement_type': 'count', 'max_capacity': 0, 'vin': '', 'plate_number': '', 'start_operation': '', 'contract_milage': '', 'opening_milage': '', 'model': '', 'fuel_type': '91', 'year': 0, 'seats': 2}, 'device_password': '***', 'device_type': 'gps', 'gateway': False, 'business_types': {'waste': False, 'transportation': True, 'water': False}, 'name': '1328 ر ص ص', 'operation_code': 'Enter_634fdfca-0942-4dff-925f-331e59deeb16', 'device_gateway': '', 'skip_sim_information': False, 'imei': '861937062926689', 'sim_number': '+966830031819882', 'sim_serial': '421296805404', 'device_serial': '861937062926689', 'device': 'bceIotm', 'user_id': '62f2797ba0b44a15ac782151', 'created_by': '5e6655bf03ed52e1ab79d301', 'updated_at': '2024-04-18 11:18:59', 'created_at': '2023-06-12 13:15:36', 'custom_fields': [], 'creator': 'amr.ahmed', 'company': '', 'owner': 'almanzoma-admin', 'last_update': {'dtt': 1693898176000, 'dts': 1693898181762, 'spd': 0, 'ang': 0, 'alt': 336, 'chPrams': {'acc': {'v': 1, 'cdt': 1693886989000}, 'sensor_8192': {'v': 0, 'cdt': 1693891165000}, 'sensor_16386': {'v': 0, 'cdt': 1692622714000}, 'sensor_16385': {'v': 550, 'cdt': 1693898016000}, 'fw_name': {'v': 'FF0_01_122', 'cdt': 1692959257000}, 'ePwrV': {'v': 13314, 'cdt': 1693898172000}, 'sensor_8197': {'v': 51, 'cdt': 1692622377000}, 'sensor_8199': {'v': 26, 'cdt': 1693897148000}, 'sensor_16387': {'v': 1922200, 'cdt': 1693891016000}, 'war_id': {'v': 70, 'cdt': 1693898176000}, 'sensor_12300': {'v': 6812, 'cdt': 1693898172000}, 'protocol': {'v': 'MQTT', 'cdt': 1693822417000}, 'sensor_97': {'v': 0, 'cdt': 1692622714000}, 'sensor_98': {'v': 0, 'cdt': 1692622714000}, 'sensor_99': {'v': 0, 'cdt': 1692622714000}, 'sensor_45058': {'v': 10042730.546820872, 'cdt': 1692603417000}, 'sensor_12292': {'v': 3949, 'cdt': 1693898172000}, 'spd': {'v': 0, 'cdt': 1693891165000}, 'sat': {'v': 10, 'cdt': 1693898140000}, 'sensor_12298': {'v': 10712, 'cdt': 1692605577000}, 'sensor_103': {'v': 0, 'cdt': 1692622714000}, 'sensor_12297': {'v': 42014, 'cdt': 1692602817000}, 'fun_id': {'v': 100, 'cdt': 1693898176000}, 'sensor_102': {'v': 0, 'cdt': 1692622714000}, 'sensor_12296': {'v': 420, 'cdt': 1692602817000}, 'sensor_8200': {'v': 133, 'cdt': 1693896745000}, 'sensor_101': {'v': 0, 'cdt': 1692622714000}, 'sensor_100': {'v': 0, 'cdt': 1692622714000}, 'hdop': {'v': 17, 'cdt': 1693898172000}, 'sensor_12299': {'v': 0, 'cdt': 1693891134000}, 'sensor_49156': {'v': 'accent', 'cdt': 1692622413000}}, 'prms': {'fun_id': 100, 'war_id': 70, 'fw_name': 'FF0_01_122', 'protocol': 'MQTT', 'sensor_16385': 550, 'sensor_12300': 6812, 'sensor_16386': 0, 'sensor_16387': 1922200, 'sensor_12299': 0, 'ePwrV': 13314, 'sensor_12292': 3949, 'sensor_8200': 133, 'sensor_99': 0, 'sensor_98': 0, 'sensor_103': 0, 'sensor_97': 0, 'acc': 1, 'sensor_100': 0, 'sensor_102': 0, 'spd': 0, 'hdop': 17, 'sat': 10, 'sensor_8192': 0, 'sensor_101': 0, 'sensor_8199': 26}, 'devPrms': ['sensor_16385', 'sensor_12300', 'sensor_16386', 'sensor_16387', 'sensor_12299', 'ePwrV', 'sensor_12292', 'sensor_8200', 'sensor_99', 'sensor_98', 'sensor_103', 'sensor_97', 'acc', 'sensor_100', 'sensor_102', 'spd', 'hdop', 'sat', 'sensor_8192', 'sensor_101', 'sensor_8199', 'protocol', 'fun_id', 'war_id', 'fw_name'], 'old_params': {'sensor_16385': 550, 'sensor_12300': 6812, 'sensor_16386': 0, 'sensor_16387': 1922200, 'sensor_12299': 0, 'ePwrV': 13314, 'sensor_12292': 3949, 'sensor_8200': 133, 'sensor_99': 0, 'sensor_98': 0, 'sensor_103': 0, 'sensor_97': 0, 'acc': 1, 'sensor_100': 0, 'sensor_102': 0, 'spd': 0, 'hdop': 17, 'sat': 10, 'sensor_8192': 0, 'sensor_101': 0, 'sensor_8199': 26, 'protocol': 'MQTT'}, 'vLoc': 1, 'vCon': 1, 'ip': '51.36.241.229', 'rl': 0, 'trl': 9611, 'mdu': 0, 'tmdu': 558832, 'eidl': 4, 'teidl': 311271, 'fc': 0, 'tfc': 9.84, 'acc': 1, 'accOn': 1356945, 'accOff': 6058096, 'sdu': 0, 'tsdu': 0, 'lat': 21.424415588378906, 'lng': 39.81888198852539}, 'counters': {'odometer_type': 'canbus', 'odometer': 9611, 'engine_hours_type': 'acc', 'engine_hours': 1356945, 'last_acc': 1}, 'is_wasl_connected': 'Not Connected', 'iconUrl': 'https://api.afaqy.sa/images/units/icons/icon.png', 'hasCCTV': False}
[2024-04-18T19:49:08.909+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.909+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.910+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.910+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.910+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.910+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.910+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.911+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.911+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.911+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.911+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.911+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.911+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.912+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.912+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.912+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.912+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.927+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.927+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.927+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.927+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.927+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.928+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.928+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.928+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.928+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.928+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.928+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.929+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.929+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.929+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.929+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.929+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.930+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.930+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.930+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.930+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.930+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.930+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.931+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.931+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.931+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.931+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.931+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.931+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.932+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.932+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.932+0000] {utilities.py:29} INFO - value of company is NA
[2024-04-18T19:49:08.932+0000] {utilities.py:29} INFO - value of company is NA
